"caseid"	"degree"	"satfin"
51924	"Graduate"	"Satisfied"
51925	"Bachelor"	"Satisfied"
51926	"High School"	"More Or Less"
51927	"High School"	"More Or Less"
51928	"High School"	"More Or Less"
51929	"Lt High School"	"Satisfied"
51930	"Junior College"	"More Or Less"
51931	"High School"	"More Or Less"
51932	"Bachelor"	"Satisfied"
51933	"Junior College"	"Satisfied"
51934	"Bachelor"	"More Or Less"
51935	"Junior College"	"More Or Less"
51936	"High School"	"Satisfied"
51937	"High School"	"More Or Less"
51938	"Bachelor"	"Satisfied"
51939	"Graduate"	"More Or Less"
51940	"High School"	"More Or Less"
51941	"High School"	"More Or Less"
51942	"High School"	"Satisfied"
51943	"Lt High School"	"More Or Less"
51944	"Lt High School"	"More Or Less"
51945	"Graduate"	"Not At All Sat"
51946	"Bachelor"	"More Or Less"
51947	"High School"	"Satisfied"
51948	"Bachelor"	"More Or Less"
51949	"Graduate"	"More Or Less"
51950	"Bachelor"	"Satisfied"
51951	"Lt High School"	"Satisfied"
51952	"High School"	"More Or Less"
51953	"Graduate"	"Satisfied"
51954	"Graduate"	"Satisfied"
51955	"Junior College"	"Satisfied"
51956	"Lt High School"	"More Or Less"
51957	"Junior College"	"Not At All Sat"
51958	"High School"	"Satisfied"
51960	"High School"	"Satisfied"
51961	"High School"	"Not At All Sat"
51962	"High School"	"Satisfied"
51963	"Lt High School"	"More Or Less"
51964	"High School"	"Not At All Sat"
51965	"Bachelor"	"Satisfied"
51966	"High School"	"Satisfied"
51967	"High School"	"Satisfied"
51968	"Graduate"	"More Or Less"
51969	"Junior College"	"More Or Less"
51970	"Graduate"	"Satisfied"
51971	"High School"	"Satisfied"
51972	"Bachelor"	"Satisfied"
51973	"High School"	"More Or Less"
51974	"Bachelor"	"Satisfied"
51975	"Bachelor"	"Satisfied"
51976	"Graduate"	"Satisfied"
51977	"High School"	"More Or Less"
51978	"Bachelor"	"Not At All Sat"
51979	"Bachelor"	"Satisfied"
51980	"High School"	"Satisfied"
51981	"Lt High School"	"More Or Less"
51982	"High School"	"More Or Less"
51983	"High School"	"Not At All Sat"
51984	"Bachelor"	"More Or Less"
51985	"Junior College"	"More Or Less"
51986	"High School"	"Not At All Sat"
51987	"High School"	"Satisfied"
51988	"Bachelor"	"More Or Less"
51989	"High School"	"Not At All Sat"
51990	"High School"	"Satisfied"
51991	"Lt High School"	"Satisfied"
51992	"Graduate"	"Satisfied"
51993	"Bachelor"	"Satisfied"
51994	"Bachelor"	"Satisfied"
51995	"Bachelor"	"Satisfied"
51996	"High School"	"Satisfied"
51997	"Bachelor"	"More Or Less"
51998	"High School"	"More Or Less"
52000	"Graduate"	"Satisfied"
52001	"Graduate"	"Satisfied"
52002	"High School"	"More Or Less"
52003	"Bachelor"	"More Or Less"
52004	"Graduate"	"More Or Less"
52006	"Lt High School"	"Not At All Sat"
52007	"Junior College"	"Not At All Sat"
52008	"Bachelor"	"Satisfied"
52009	"High School"	"Not At All Sat"
52010	"Bachelor"	"More Or Less"
52011	"Lt High School"	"More Or Less"
52012	"Graduate"	"Satisfied"
52013	"High School"	"More Or Less"
52014	"Graduate"	"Not At All Sat"
52015	"High School"	"Not At All Sat"
52016	"High School"	"Not At All Sat"
52017	"Bachelor"	"Satisfied"
52018	"High School"	"Not At All Sat"
52019	"High School"	"Satisfied"
52020	"High School"	"More Or Less"
52021	"Junior College"	"Satisfied"
52022	"High School"	"Satisfied"
52023	"Bachelor"	"Satisfied"
52024	"Bachelor"	"Satisfied"
52025	"High School"	"More Or Less"
52026	"High School"	"Not At All Sat"
52027	"Graduate"	"Satisfied"
52028	"High School"	"Satisfied"
52029	"Lt High School"	"Satisfied"
52030	"Junior College"	"Not At All Sat"
52031	"High School"	"Satisfied"
52032	"Bachelor"	"More Or Less"
52033	"High School"	"Not At All Sat"
52034	"High School"	"Satisfied"
52035	"High School"	"More Or Less"
52036	"Lt High School"	"Not At All Sat"
52037	"Bachelor"	"More Or Less"
52038	"High School"	"Not At All Sat"
52039	"Bachelor"	"Not At All Sat"
52040	"High School"	"Not At All Sat"
52041	"High School"	"More Or Less"
52042	"High School"	"Not At All Sat"
52043	"Graduate"	"Satisfied"
52044	"Bachelor"	"Satisfied"
52045	"Graduate"	"More Or Less"
52046	"Graduate"	"More Or Less"
52047	"Lt High School"	"Satisfied"
52048	"High School"	"Satisfied"
52049	"High School"	"More Or Less"
52050	"High School"	"Not At All Sat"
52051	"Bachelor"	"Not At All Sat"
52052	"High School"	"More Or Less"
52053	"High School"	"Satisfied"
52054	"Bachelor"	"More Or Less"
52055	"High School"	"Not At All Sat"
52056	"High School"	"Satisfied"
52057	"High School"	"Satisfied"
52058	"High School"	"Not At All Sat"
52059	"High School"	"More Or Less"
52060	"High School"	"Satisfied"
52061	"Lt High School"	"Satisfied"
52062	"Graduate"	"Satisfied"
52063	"High School"	"More Or Less"
52064	"High School"	"More Or Less"
52065	"Graduate"	"Satisfied"
52066	"Lt High School"	"Satisfied"
52067	"Lt High School"	"More Or Less"
52068	"Lt High School"	"Not At All Sat"
52069	"Lt High School"	"Not At All Sat"
52070	"High School"	"Satisfied"
52071	"High School"	"Satisfied"
52072	"High School"	"Satisfied"
52073	"High School"	"More Or Less"
52074	"Lt High School"	"More Or Less"
52075	"Graduate"	"Satisfied"
52076	"Bachelor"	"Not At All Sat"
52077	"High School"	"More Or Less"
52078	"Bachelor"	"More Or Less"
52079	"Graduate"	"Satisfied"
52080	"Junior College"	"Not At All Sat"
52081	"Bachelor"	"Satisfied"
52082	"High School"	"More Or Less"
52083	"High School"	"More Or Less"
52084	"High School"	"Satisfied"
52085	"High School"	"Not At All Sat"
52086	"High School"	"More Or Less"
52087	"Junior College"	"Not At All Sat"
52088	"High School"	"Not At All Sat"
52090	"High School"	"More Or Less"
52091	"High School"	"Satisfied"
52092	"High School"	"More Or Less"
52093	"High School"	"Not At All Sat"
52094	"High School"	"Not At All Sat"
52095	"High School"	"Not At All Sat"
52096	"High School"	"More Or Less"
52097	"Graduate"	"Not At All Sat"
52098	"High School"	"Not At All Sat"
52099	"High School"	"Satisfied"
52100	"High School"	"Not At All Sat"
52101	"Bachelor"	"Not At All Sat"
52102	"High School"	"More Or Less"
52103	"High School"	"Satisfied"
52104	"High School"	"Not At All Sat"
52105	"High School"	"More Or Less"
52106	"High School"	"More Or Less"
52107	"High School"	"More Or Less"
52108	"Bachelor"	"More Or Less"
52109	"High School"	"Satisfied"
52110	"High School"	"More Or Less"
52111	"Bachelor"	"More Or Less"
52112	"High School"	"More Or Less"
52113	"Bachelor"	"Satisfied"
52114	"Graduate"	"Satisfied"
52115	"High School"	"Satisfied"
52116	"Bachelor"	"More Or Less"
52117	"Graduate"	"Satisfied"
52118	"High School"	"More Or Less"
52119	"Graduate"	"Satisfied"
52120	"High School"	"Satisfied"
52121	"High School"	"More Or Less"
52122	"Junior College"	"Satisfied"
52123	"High School"	"More Or Less"
52124	"High School"	"More Or Less"
52125	"High School"	"More Or Less"
52126	"Lt High School"	"Not At All Sat"
52127	"High School"	"Satisfied"
52128	"Graduate"	"More Or Less"
52129	"High School"	"Satisfied"
52130	"High School"	"Not At All Sat"
52131	"High School"	"More Or Less"
52132	"High School"	"Not At All Sat"
52133	"High School"	"More Or Less"
52134	"High School"	"More Or Less"
52135	"Junior College"	"More Or Less"
52136	"High School"	"More Or Less"
52137	"High School"	"More Or Less"
52138	"High School"	"More Or Less"
52139	"Lt High School"	"Not At All Sat"
52140	"High School"	"More Or Less"
52141	"High School"	"Not At All Sat"
52142	"High School"	"Not At All Sat"
52143	"High School"	"Not At All Sat"
52144	"High School"	"Not At All Sat"
52145	"High School"	"More Or Less"
52146	"High School"	"More Or Less"
52147	"High School"	"Not At All Sat"
52148	"High School"	"Satisfied"
52149	"High School"	"Not At All Sat"
52150	"High School"	"More Or Less"
52151	"High School"	"More Or Less"
52152	"Graduate"	"Satisfied"
52153	"High School"	"More Or Less"
52154	"High School"	"Not At All Sat"
52155	"High School"	"Satisfied"
52156	"High School"	"Satisfied"
52157	"Junior College"	"Not At All Sat"
52158	"High School"	"Not At All Sat"
52159	"Graduate"	"Satisfied"
52160	"Graduate"	"Satisfied"
52161	"Bachelor"	"Satisfied"
52162	"Bachelor"	"More Or Less"
52163	"Lt High School"	"More Or Less"
52164	"High School"	"Not At All Sat"
52165	"High School"	"More Or Less"
52166	"High School"	"Satisfied"
52167	"High School"	"More Or Less"
52168	"Lt High School"	"Not At All Sat"
52169	"High School"	"Not At All Sat"
52170	"High School"	"Not At All Sat"
52171	"High School"	"Not At All Sat"
52172	"Lt High School"	"More Or Less"
52173	"Bachelor"	"More Or Less"
52174	"Graduate"	"Not At All Sat"
52175	"Bachelor"	"More Or Less"
52176	"Graduate"	"More Or Less"
52177	"Bachelor"	"More Or Less"
52178	"Bachelor"	"Satisfied"
52179	"High School"	"Satisfied"
52180	"High School"	"More Or Less"
52181	"Graduate"	"More Or Less"
52182	"High School"	"Satisfied"
52183	"Bachelor"	"Satisfied"
52184	"High School"	"More Or Less"
52185	"High School"	"Satisfied"
52186	"High School"	"Not At All Sat"
52187	"High School"	"Not At All Sat"
52188	"Lt High School"	"More Or Less"
52189	"Lt High School"	"More Or Less"
52191	"High School"	"Not At All Sat"
52192	"Lt High School"	"Not At All Sat"
52193	"Graduate"	"Satisfied"
52194	"Lt High School"	"Not At All Sat"
52195	"Lt High School"	"Satisfied"
52196	"Graduate"	"Satisfied"
52197	"Graduate"	"Not At All Sat"
52198	"High School"	"More Or Less"
52199	"High School"	"Satisfied"
52200	"High School"	"More Or Less"
52201	"Junior College"	"Satisfied"
52202	"High School"	"Not At All Sat"
52203	"High School"	"Satisfied"
52204	"High School"	"More Or Less"
52205	"High School"	"Not At All Sat"
52206	"Graduate"	"Not At All Sat"
52207	"Junior College"	"Not At All Sat"
52208	"Bachelor"	"Satisfied"
52209	"Graduate"	"Satisfied"
52210	"Bachelor"	"Satisfied"
52211	"Bachelor"	"Satisfied"
52212	"Junior College"	"More Or Less"
52213	"Bachelor"	"Satisfied"
52214	"Bachelor"	"More Or Less"
52215	"Graduate"	"Satisfied"
52216	"High School"	"Not At All Sat"
52217	"Lt High School"	"Satisfied"
52218	"High School"	"More Or Less"
52219	"High School"	"More Or Less"
52220	"High School"	"More Or Less"
52221	"High School"	"Satisfied"
52222	"Graduate"	"Not At All Sat"
52223	"High School"	"Satisfied"
52224	"High School"	"More Or Less"
52225	"High School"	"Satisfied"
52226	"Graduate"	"Satisfied"
52227	"High School"	"More Or Less"
52228	"High School"	"More Or Less"
52229	"Lt High School"	"More Or Less"
52230	"Lt High School"	"Not At All Sat"
52231	"Lt High School"	"Not At All Sat"
52232	"High School"	"Satisfied"
52233	"High School"	"Not At All Sat"
52234	"Bachelor"	"Not At All Sat"
52235	"Bachelor"	"Satisfied"
52236	"Bachelor"	"Satisfied"
52237	"High School"	"More Or Less"
52238	"Lt High School"	"Satisfied"
52239	"Bachelor"	"More Or Less"
52240	"Graduate"	"Not At All Sat"
52241	"Graduate"	"More Or Less"
52242	"Bachelor"	"Satisfied"
52243	"Junior College"	"More Or Less"
52244	"Lt High School"	"More Or Less"
52245	"Bachelor"	"Satisfied"
52246	"High School"	"More Or Less"
52247	"Lt High School"	"More Or Less"
52248	"Bachelor"	"Not At All Sat"
52249	"Bachelor"	"Not At All Sat"
52250	"Bachelor"	"More Or Less"
52251	"High School"	"Satisfied"
52252	"High School"	"More Or Less"
52253	"Graduate"	"Not At All Sat"
52254	"Lt High School"	"More Or Less"
52255	"Bachelor"	"Not At All Sat"
52256	"Lt High School"	"More Or Less"
52257	"Lt High School"	"More Or Less"
52258	"Lt High School"	"Satisfied"
52259	"High School"	"More Or Less"
52260	"Lt High School"	"More Or Less"
52261	"Lt High School"	"More Or Less"
52262	"High School"	"More Or Less"
52263	"Bachelor"	"More Or Less"
52264	"High School"	"Not At All Sat"
52265	"High School"	"More Or Less"
52266	"Lt High School"	"More Or Less"
52268	"Junior College"	"More Or Less"
52269	"Lt High School"	"More Or Less"
52270	"Lt High School"	"Not At All Sat"
52271	"Lt High School"	"More Or Less"
52272	"High School"	"Not At All Sat"
52273	"High School"	"More Or Less"
52274	"Graduate"	"More Or Less"
52275	"High School"	"More Or Less"
52276	"High School"	"More Or Less"
52277	"Bachelor"	"Satisfied"
52278	"Bachelor"	"Satisfied"
52279	"High School"	"Not At All Sat"
52280	"High School"	"Satisfied"
52281	"Lt High School"	"Not At All Sat"
52282	"High School"	"Not At All Sat"
52283	"High School"	"More Or Less"
52284	"High School"	"Not At All Sat"
52285	"High School"	"More Or Less"
52286	"High School"	"More Or Less"
52287	"High School"	"Satisfied"
52288	"Junior College"	"Not At All Sat"
52289	"High School"	"More Or Less"
52290	"Graduate"	"More Or Less"
52291	"High School"	"More Or Less"
52292	"Bachelor"	"More Or Less"
52293	"High School"	"Not At All Sat"
52294	"High School"	"Satisfied"
52295	"High School"	"More Or Less"
52296	"Junior College"	"Satisfied"
52297	"High School"	"Not At All Sat"
52298	"High School"	"Not At All Sat"
52299	"Graduate"	"Not At All Sat"
52300	"High School"	"Satisfied"
52301	"High School"	"More Or Less"
52302	"Lt High School"	"Not At All Sat"
52303	"High School"	"Satisfied"
52304	"Lt High School"	"Not At All Sat"
52305	"Lt High School"	"More Or Less"
52306	"High School"	"Not At All Sat"
52307	"High School"	"Satisfied"
52308	"High School"	"More Or Less"
52309	"Junior College"	"More Or Less"
52310	"High School"	"More Or Less"
52311	"High School"	"More Or Less"
52312	"Bachelor"	"More Or Less"
52313	"Lt High School"	"Not At All Sat"
52314	"High School"	"Not At All Sat"
52315	"Lt High School"	"Satisfied"
52316	"High School"	"Satisfied"
52317	"Bachelor"	"Satisfied"
52318	"High School"	"Not At All Sat"
52319	"Lt High School"	"Satisfied"
52320	"Junior College"	"Not At All Sat"
52321	"High School"	"Satisfied"
52322	"Junior College"	"Satisfied"
52323	"Junior College"	"More Or Less"
52324	"High School"	"More Or Less"
52325	"Lt High School"	"Not At All Sat"
52326	"Junior College"	"Not At All Sat"
52327	"Bachelor"	"More Or Less"
52328	"High School"	"Not At All Sat"
52329	"Lt High School"	"More Or Less"
52330	"High School"	"More Or Less"
52331	"Bachelor"	"More Or Less"
52332	"Junior College"	"Satisfied"
52333	"Junior College"	"Satisfied"
52335	"High School"	"More Or Less"
52336	"Lt High School"	"More Or Less"
52337	"High School"	"More Or Less"
52338	"Junior College"	"More Or Less"
52339	"High School"	"More Or Less"
52340	"High School"	"Not At All Sat"
52341	"High School"	"Not At All Sat"
52342	"Lt High School"	"More Or Less"
52343	"Bachelor"	"Satisfied"
52344	"High School"	"More Or Less"
52345	"Lt High School"	"More Or Less"
52346	"High School"	"Not At All Sat"
52347	"Lt High School"	"Not At All Sat"
52348	"Lt High School"	"Not At All Sat"
52349	"Lt High School"	"Not At All Sat"
52350	"Lt High School"	"More Or Less"
52351	"Lt High School"	"More Or Less"
52352	"Lt High School"	"Not At All Sat"
52353	"High School"	"More Or Less"
52354	"Graduate"	"More Or Less"
52355	"High School"	"Not At All Sat"
52356	"Graduate"	"More Or Less"
52357	"Lt High School"	"More Or Less"
52358	"Graduate"	"Satisfied"
52359	"Junior College"	"Satisfied"
52360	"Junior College"	"More Or Less"
52361	"Bachelor"	"Satisfied"
52362	"Graduate"	"Satisfied"
52363	"High School"	"Not At All Sat"
52364	"High School"	"Satisfied"
52365	"Junior College"	"More Or Less"
52366	"Bachelor"	"Satisfied"
52367	"Junior College"	"Not At All Sat"
52368	"High School"	"Satisfied"
52369	"Lt High School"	"More Or Less"
52370	"High School"	"More Or Less"
52371	"High School"	"Not At All Sat"
52372	"Lt High School"	"More Or Less"
52373	"Bachelor"	"Not At All Sat"
52374	"Bachelor"	"Not At All Sat"
52375	"Bachelor"	"Satisfied"
52376	"High School"	"More Or Less"
52377	"High School"	"Not At All Sat"
52378	"High School"	"More Or Less"
52379	"Bachelor"	"Satisfied"
52380	"Lt High School"	"Satisfied"
52381	"Bachelor"	"More Or Less"
52382	"High School"	"Not At All Sat"
52383	"Bachelor"	"Satisfied"
52385	"Junior College"	"Not At All Sat"
52386	"High School"	"Not At All Sat"
52387	"Graduate"	"More Or Less"
52388	"High School"	"More Or Less"
52389	"Bachelor"	"Satisfied"
52390	"High School"	"More Or Less"
52391	"High School"	"More Or Less"
52392	"High School"	"More Or Less"
52393	"High School"	"More Or Less"
52394	"Bachelor"	"More Or Less"
52395	"High School"	"More Or Less"
52396	"Junior College"	"Not At All Sat"
52397	"Graduate"	"Satisfied"
52398	"High School"	"Satisfied"
52399	"High School"	"More Or Less"
52400	"Junior College"	"Not At All Sat"
52401	"High School"	"Satisfied"
52402	"High School"	"Not At All Sat"
52403	"High School"	"Satisfied"
52404	"High School"	"Satisfied"
52405	"Bachelor"	"More Or Less"
52406	"Junior College"	"Satisfied"
52407	"Bachelor"	"More Or Less"
52408	"High School"	"Satisfied"
52409	"High School"	"Not At All Sat"
52410	"High School"	"More Or Less"
52411	"Lt High School"	"Not At All Sat"
52412	"High School"	"More Or Less"
52413	"Bachelor"	"Not At All Sat"
52414	"Bachelor"	"More Or Less"
52415	"High School"	"Satisfied"
52416	"High School"	"More Or Less"
52417	"Bachelor"	"More Or Less"
52418	"Bachelor"	"Satisfied"
52419	"High School"	"Not At All Sat"
52420	"Bachelor"	"More Or Less"
52421	"High School"	"More Or Less"
52422	"High School"	"Not At All Sat"
52423	"Bachelor"	"More Or Less"
52424	"Graduate"	"More Or Less"
52425	"High School"	"More Or Less"
52426	"High School"	"More Or Less"
52427	"Lt High School"	"Not At All Sat"
52428	"Bachelor"	"Satisfied"
52429	"High School"	"More Or Less"
52430	"High School"	"Not At All Sat"
52431	"Bachelor"	"Not At All Sat"
52432	"High School"	"Satisfied"
52433	"Bachelor"	"Satisfied"
52434	"Lt High School"	"Not At All Sat"
52435	"Lt High School"	"Not At All Sat"
52436	"Lt High School"	"Not At All Sat"
52437	"Lt High School"	"More Or Less"
52438	"High School"	"Satisfied"
52439	"Lt High School"	"Not At All Sat"
52440	"Junior College"	"Not At All Sat"
52441	"Lt High School"	"Not At All Sat"
52442	"High School"	"More Or Less"
52443	"Lt High School"	"More Or Less"
52444	"High School"	"Not At All Sat"
52445	"Lt High School"	"More Or Less"
52446	"Lt High School"	"Satisfied"
52447	"High School"	"Not At All Sat"
52448	"High School"	"Not At All Sat"
52449	"Junior College"	"Satisfied"
52450	"High School"	"More Or Less"
52451	"Bachelor"	"Satisfied"
52452	"High School"	"More Or Less"
52453	"Lt High School"	"Satisfied"
52454	"High School"	"Satisfied"
52455	"High School"	"More Or Less"
52456	"Lt High School"	"More Or Less"
52457	"Junior College"	"Not At All Sat"
52458	"Junior College"	"More Or Less"
52459	"Bachelor"	"Not At All Sat"
